Date,City,Customer_type,Gender,Product line,Prix unitaire,Quantité,Total,Coût,Gain,Rating
08/07/2021,Mandalay,Member,Female,Food and beverages,54.84,3,172.746,164.52,8.226,5.9
08/07/2021,Naypyitaw,Member,Female,Fashion accessories,74.29,1,78.0045,74.29,3.7145,5
08/07/2021,Mandalay,Member,Male,Fashion accessories,65.23,10,684.915,652.3,32.615,5.2
08/07/2021,Mandalay,Member,Female,Food and beverages,54.84,3,172.746,164.52,8.226,5.9
09/07/2021,Mandalay,Member,Female,Fashion accessories,14.48,4,60.816,57.92,2.896,4.5
09/07/2021,Naypyitaw,Member,Male,Health and beauty,43.7,2,91.77,87.4,4.37,4.9
09/07/2021,Naypyitaw,Member,Female,Home and lifestyle,10.53,5,55.2825,52.65,2.6325,5.8
09/07/2021,Mandalay,Member,Female,Fashion accessories,14.48,4,60.816,57.92,2.896,4.5
10/07/2021,Mandalay,Member,Male,Electronic accessories,25.51,4,107.142,102.04,5.102,6.8
10/07/2021,Yangon,Normal,Female,Home and lifestyle,25.29,1,26.5545,25.29,1.2645,6.1
10/07/2021,Mandalay,Member,Female,Home and lifestyle,12.29,9,116.1405,110.61,5.5305,8
10/07/2021,Mandalay,Member,Male,Electronic accessories,25.51,4,107.142,102.04,5.102,6.8
11/07/2021,Yangon,Normal,Female,Electronic accessories,46.95,5,246.4875,234.75,11.7375,7.1
11/07/2021,Naypyitaw,Normal,Male,Health and beauty,41.5,4,174.3,166,8.3,8.2
11/07/2021,Naypyitaw,Member,Male,Health and beauty,81.23,7,597.0405,568.61,28.4305,9
11/07/2021,Yangon,Normal,Female,Electronic accessories,46.95,5,246.4875,234.75,11.7375,7.1
12/07/2021,Yangon,Normal,Female,Food and beverages,43.19,10,453.495,431.9,21.595,8.2
12/07/2021,Naypyitaw,Member,Female,Food and beverages,71.39,5,374.7975,356.95,17.8475,5.5
12/07/2021,Mandalay,Member,Female,Fashion accessories,22.32,4,93.744,89.28,4.464,4.1
12/07/2021,Yangon,Normal,Female,Food and beverages,43.19,10,453.495,431.9,21.595,8.2
13/07/2021,Yangon,Normal,Female,Health and beauty,71.38,10,749.49,713.8,35.69,5.7
13/07/2021,Naypyitaw,Member,Female,Sports and travel,19.15,6,120.645,114.9,5.745,6.8
13/07/2021,Yangon,Normal,Female,Food and beverages,27.28,5,143.22,136.4,6.82,8.6
13/07/2021,Yangon,Normal,Female,Health and beauty,71.38,10,749.49,713.8,35.69,5.7
14/07/2021,Mandalay,Member,Female,Sports and travel,93.72,6,590.436,562.32,28.116,4.5
14/07/2021,Mandalay,Member,Female,Electronic accessories,57.49,4,241.458,229.96,11.498,6.6
14/07/2021,Yangon,Member,Female,Electronic accessories,17.42,10,182.91,174.2,8.71,7
14/07/2021,Mandalay,Member,Female,Sports and travel,93.72,6,590.436,562.32,28.116,4.5
15/07/2021,Yangon,Member,Female,Health and beauty,68.93,7,506.6355,482.51,24.1255,4.6
15/07/2021,Naypyitaw,Normal,Male,Electronic accessories,61.41,7,451.3635,429.87,21.4935,9.8
15/07/2021,Mandalay,Normal,Male,Home and lifestyle,73.28,5,384.72,366.4,18.32,8.4
15/07/2021,Yangon,Member,Female,Health and beauty,68.93,7,506.6355,482.51,24.1255,4.6
16/07/2021,Yangon,Normal,Male,Sports and travel,72.61,6,457.443,435.66,21.783,6.9
16/07/2021,Mandalay,Member,Male,Health and beauty,25.9,10,271.95,259,12.95,8.7
16/07/2021,Naypyitaw,Member,Female,Fashion accessories,84.87,3,267.3405,254.61,12.7305,7.4
16/07/2021,Yangon,Normal,Male,Sports and travel,72.61,6,457.443,435.66,21.783,6.9
17/07/2021,Yangon,Normal,Female,Food and beverages,54.67,3,172.2105,164.01,8.2005,8.6
17/07/2021,Mandalay,Member,Male,Home and lifestyle,17.77,5,93.2925,88.85,4.4425,5.4
17/07/2021,Yangon,Normal,Female,Fashion accessories,97.29,8,817.236,778.32,38.916,6.2
17/07/2021,Yangon,Normal,Female,Food and beverages,54.67,3,172.2105,164.01,8.2005,8.6
18/07/2021,Mandalay,Normal,Female,Home and lifestyle,40.3,2,84.63,80.6,4.03,4.4
18/07/2021,Yangon,Normal,Female,Health and beauty,23.03,9,217.6335,207.27,10.3635,7.9
18/07/2021,Mandalay,Member,Female,Electronic accessories,35.74,8,300.216,285.92,14.296,4.9
18/07/2021,Mandalay,Normal,Female,Home and lifestyle,40.3,2,84.63,80.6,4.03,4.4
19/07/2021,Naypyitaw,Member,Female,Electronic accessories,86.04,5,451.71,430.2,21.51,4.8
19/07/2021,Naypyitaw,Member,Female,Electronic accessories,66.65,9,629.8425,599.85,29.9925,9.7
19/07/2021,Yangon,Normal,Female,Home and lifestyle,96.52,6,608.076,579.12,28.956,4.5
19/07/2021,Naypyitaw,Member,Female,Electronic accessories,86.04,5,451.71,430.2,21.51,4.8
20/07/2021,Mandalay,Normal,Female,Health and beauty,87.98,3,277.137,263.94,13.197,5.1
20/07/2021,Naypyitaw,Member,Female,Home and lifestyle,28.53,10,299.565,285.3,14.265,7.8
20/07/2021,Yangon,Member,Male,Food and beverages,18.85,10,197.925,188.5,9.425,5.6
20/07/2021,Mandalay,Normal,Female,Health and beauty,87.98,3,277.137,263.94,13.197,5.1
21/07/2021,Mandalay,Normal,Female,Home and lifestyle,33.2,2,69.72,66.4,3.32,4.4
21/07/2021,Mandalay,Normal,Female,Fashion accessories,30.37,3,95.6655,91.11,4.5555,5.1
21/07/2021,Yangon,Normal,Female,Food and beverages,55.39,4,232.638,221.56,11.078,8
21/07/2021,Mandalay,Normal,Female,Home and lifestyle,33.2,2,69.72,66.4,3.32,4.4
22/07/2021,Yangon,Normal,Male,Electronic accessories,34.56,5,181.44,172.8,8.64,9.9
22/07/2021,Mandalay,Normal,Female,Electronic accessories,99.73,9,942.4485,897.57,44.8785,6.5
22/07/2021,Mandalay,Member,Female,Food and beverages,77.2,10,810.6,772,38.6,5.6
22/07/2021,Yangon,Normal,Male,Electronic accessories,34.56,5,181.44,172.8,8.64,9.9
23/07/2021,Yangon,Member,Female,Sports and travel,88.63,3,279.1845,265.89,13.2945,6
23/07/2021,Yangon,Normal,Male,Electronic accessories,26.23,9,247.8735,236.07,11.8035,5.9
23/07/2021,Mandalay,Normal,Male,Electronic accessories,72.13,10,757.365,721.3,36.065,4.2
23/07/2021,Yangon,Member,Female,Sports and travel,88.63,3,279.1845,265.89,13.2945,6
24/07/2021,Yangon,Member,Female,Home and lifestyle,52.59,8,441.756,420.72,21.036,8.5
24/07/2021,Naypyitaw,Normal,Female,Food and beverages,93.26,9,881.307,839.34,41.967,8.8
24/07/2021,Yangon,Member,Female,Fashion accessories,63.88,8,536.592,511.04,25.552,9.9
24/07/2021,Yangon,Member,Female,Home and lifestyle,52.59,8,441.756,420.72,21.036,8.5
25/07/2021,Mandalay,Normal,Male,Fashion accessories,33.52,1,35.196,33.52,1.676,6.7
25/07/2021,Mandalay,Normal,Male,Home and lifestyle,92.36,5,484.89,461.8,23.09,4.9
25/07/2021,Yangon,Member,Female,Health and beauty,10.69,5,56.1225,53.45,2.6725,7.6
25/07/2021,Mandalay,Normal,Male,Fashion accessories,33.52,1,35.196,33.52,1.676,6.7
26/07/2021,Yangon,Normal,Female,Fashion accessories,87.67,2,184.107,175.34,8.767,7.7
26/07/2021,Mandalay,Normal,Male,Sports and travel,46.42,3,146.223,139.26,6.963,4.4
26/07/2021,Yangon,Member,Male,Health and beauty,55.5,4,233.1,222,11.1,6.6
26/07/2021,Yangon,Normal,Female,Fashion accessories,87.67,2,184.107,175.34,8.767,7.7
27/07/2021,Mandalay,Normal,Female,Food and beverages,88.36,5,463.89,441.8,22.09,9.6
27/07/2021,Mandalay,Member,Female,Sports and travel,29.61,7,217.6335,207.27,10.3635,6.5
27/07/2021,Mandalay,Normal,Female,Home and lifestyle,95.46,8,801.864,763.68,38.184,4.7
27/07/2021,Mandalay,Normal,Female,Food and beverages,88.36,5,463.89,441.8,22.09,9.6
28/07/2021,Yangon,Normal,Female,Health and beauty,24.89,9,235.2105,224.01,11.2005,7.4
28/07/2021,Yangon,Normal,Male,Home and lifestyle,18.28,1,19.194,18.28,0.914,8.3
28/07/2021,Naypyitaw,Normal,Female,Fashion accessories,76.06,3,239.589,228.18,11.409,9.8
28/07/2021,Yangon,Normal,Female,Health and beauty,24.89,9,235.2105,224.01,11.2005,7.4
29/07/2021,Mandalay,Normal,Female,Fashion accessories,94.13,5,494.1825,470.65,23.5325,4.8
29/07/2021,Mandalay,Normal,Female,Sports and travel,24.77,5,130.0425,123.85,6.1925,8.5
29/07/2021,Mandalay,Normal,Male,Sports and travel,13.69,6,86.247,82.14,4.107,6.3
29/07/2021,Mandalay,Normal,Female,Fashion accessories,94.13,5,494.1825,470.65,23.5325,4.8
30/07/2021,Mandalay,Member,Female,Sports and travel,78.07,9,737.7615,702.63,35.1315,4.5
30/07/2021,Yangon,Member,Female,Electronic accessories,94.64,3,298.116,283.92,14.196,5.5
30/07/2021,Mandalay,Normal,Female,Electronic accessories,95.64,4,401.688,382.56,19.128,7.9
30/07/2021,Mandalay,Member,Female,Sports and travel,78.07,9,737.7615,702.63,35.1315,4.5
31/07/2021,Mandalay,Normal,Female,Sports and travel,83.78,8,703.752,670.24,33.512,5.1
31/07/2021,Mandalay,Normal,Male,Fashion accessories,94.87,8,796.908,758.96,37.948,8.7
31/07/2021,Yangon,Normal,Female,Home and lifestyle,11.43,6,72.009,68.58,3.429,7.7
31/07/2021,Mandalay,Normal,Female,Sports and travel,83.78,8,703.752,670.24,33.512,5.1
01/08/2021,Yangon,Normal,Female,Health and beauty,96.58,2,202.818,193.16,9.658,5.1
01/08/2021,Mandalay,Normal,Female,Food and beverages,57.34,3,180.621,172.02,8.601,7.9
01/08/2021,Mandalay,Member,Female,Sports and travel,95.54,4,401.268,382.16,19.108,4.5
01/08/2021,Yangon,Normal,Female,Health and beauty,96.58,2,202.818,193.16,9.658,5.1
02/08/2021,Naypyitaw,Member,Female,Food and beverages,99.42,4,417.564,397.68,19.884,7.5
02/08/2021,Mandalay,Normal,Male,Electronic accessories,45.35,6,285.705,272.1,13.605,6.1
02/08/2021,Naypyitaw,Member,Female,Health and beauty,85.87,7,631.1445,601.09,30.0545,8
02/08/2021,Naypyitaw,Member,Female,Food and beverages,99.42,4,417.564,397.68,19.884,7.5
03/08/2021,Naypyitaw,Member,Female,Sports and travel,68.12,1,71.526,68.12,3.406,6.8
03/08/2021,Mandalay,Normal,Male,Food and beverages,62.08,7,456.288,434.56,21.728,5.4
03/08/2021,Naypyitaw,Member,Female,Sports and travel,67.99,7,499.7265,475.93,23.7965,5.7
03/08/2021,Naypyitaw,Member,Female,Sports and travel,68.12,1,71.526,68.12,3.406,6.8
04/08/2021,Yangon,Member,Male,Sports and travel,62.62,5,328.755,313.1,15.655,7
04/08/2021,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,62.0025,59.05,2.9525,9.4
04/08/2021,Naypyitaw,Normal,Female,Food and beverages,52.42,1,55.041,52.42,2.621,6.3
04/08/2021,Yangon,Member,Male,Sports and travel,62.62,5,328.755,313.1,15.655,7
05/08/2021,Yangon,Normal,Female,Electronic accessories,60.88,9,575.316,547.92,27.396,4.7
05/08/2021,Naypyitaw,Member,Female,Fashion accessories,12.54,1,13.167,12.54,0.627,8.2
05/08/2021,Naypyitaw,Member,Male,Food and beverages,65.65,2,137.865,131.3,6.565,6
05/08/2021,Yangon,Normal,Female,Electronic accessories,60.88,9,575.316,547.92,27.396,4.7
06/08/2021,Naypyitaw,Normal,Female,Health and beauty,54.92,8,461.328,439.36,21.968,7.6
06/08/2021,Yangon,Normal,Male,Food and beverages,43.25,2,90.825,86.5,4.325,6.2
06/08/2021,Mandalay,Normal,Female,Food and beverages,28.86,5,151.515,144.3,7.215,8
06/08/2021,Naypyitaw,Normal,Female,Health and beauty,54.92,8,461.328,439.36,21.968,7.6
07/08/2021,Mandalay,Member,Male,Home and lifestyle,30.12,8,253.008,240.96,12.048,7.7
07/08/2021,Naypyitaw,Member,Female,Sports and travel,87.16,2,183.036,174.32,8.716,9.7
07/08/2021,Naypyitaw,Member,Male,Health and beauty,65.31,7,480.0285,457.17,22.8585,4.2
07/08/2021,Mandalay,Member,Male,Home and lifestyle,30.12,8,253.008,240.96,12.048,7.7
08/08/2021,Mandalay,Member,Female,Home and lifestyle,86.72,1,91.056,86.72,4.336,7.9
08/08/2021,Mandalay,Member,Male,Health and beauty,69.37,9,655.5465,624.33,31.2165,4
08/08/2021,Mandalay,Normal,Male,Sports and travel,93.38,1,98.049,93.38,4.669,9.6
08/08/2021,Mandalay,Member,Female,Home and lifestyle,86.72,1,91.056,86.72,4.336,7.9
09/08/2021,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,117.831,112.22,5.611,6.3
09/08/2021,Naypyitaw,Member,Male,Electronic accessories,37.06,4,155.652,148.24,7.412,9.7
09/08/2021,Naypyitaw,Member,Male,Sports and travel,25.25,5,132.5625,126.25,6.3125,6.1
09/08/2021,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,117.831,112.22,5.611,6.3
10/08/2021,Mandalay,Member,Female,Sports and travel,69.12,6,435.456,414.72,20.736,5.6
10/08/2021,Mandalay,Member,Female,Electronic accessories,90.7,6,571.41,544.2,27.21,5.3
10/08/2021,Mandalay,Member,Male,Electronic accessories,87.87,9,830.3715,790.83,39.5415,5.6
10/08/2021,Mandalay,Member,Female,Sports and travel,69.12,6,435.456,414.72,20.736,5.6
11/08/2021,Naypyitaw,Member,Female,Food and beverages,98.7,8,829.08,789.6,39.48,7.6
11/08/2021,Yangon,Normal,Female,Home and lifestyle,63.42,8,532.728,507.36,25.368,7.4
11/08/2021,Naypyitaw,Normal,Male,Health and beauty,21.8,8,183.12,174.4,8.72,8.3
11/08/2021,Naypyitaw,Member,Female,Food and beverages,98.7,8,829.08,789.6,39.48,7.6
12/08/2021,Naypyitaw,Member,Male,Health and beauty,15.37,2,32.277,30.74,1.537,7.2
12/08/2021,Mandalay,Normal,Female,Fashion accessories,81.37,2,170.877,162.74,8.137,6.5
12/08/2021,Yangon,Normal,Female,Sports and travel,94.76,4,397.992,379.04,18.952,7.8
12/08/2021,Naypyitaw,Member,Male,Health and beauty,15.37,2,32.277,30.74,1.537,7.2
13/08/2021,Mandalay,Member,Female,Electronic accessories,93.96,4,394.632,375.84,18.792,9.5
13/08/2021,Mandalay,Member,Female,Electronic accessories,10.59,3,33.3585,31.77,1.5885,8.7
13/08/2021,Yangon,Member,Female,Fashion accessories,30.62,1,32.151,30.62,1.531,4.1
13/08/2021,Mandalay,Member,Female,Electronic accessories,93.96,4,394.632,375.84,18.792,9.5
14/08/2021,Mandalay,Member,Male,Health and beauty,56.69,9,535.7205,510.21,25.5105,8.4
14/08/2021,Mandalay,Normal,Female,Health and beauty,84.09,9,794.6505,756.81,37.8405,8
14/08/2021,Naypyitaw,Normal,Female,Home and lifestyle,44.01,8,369.684,352.08,17.604,8.8
14/08/2021,Mandalay,Member,Male,Health and beauty,56.69,9,535.7205,510.21,25.5105,8.4
15/08/2021,Mandalay,Member,Female,Food and beverages,20.01,9,189.0945,180.09,9.0045,4.1
15/08/2021,Mandalay,Member,Male,Fashion accessories,73.82,4,310.044,295.28,14.764,6.7
15/08/2021,Naypyitaw,Member,Female,Health and beauty,10.16,5,53.34,50.8,2.54,4.1
15/08/2021,Mandalay,Member,Female,Food and beverages,20.01,9,189.0945,180.09,9.0045,4.1
16/08/2021,Mandalay,Member,Male,Electronic accessories,18.93,6,119.259,113.58,5.679,8.1
16/08/2021,Yangon,Member,Male,Health and beauty,51.94,10,545.37,519.4,25.97,6.5
16/08/2021,Yangon,Normal,Male,Electronic accessories,74.58,7,548.163,522.06,26.103,9
16/08/2021,Mandalay,Member,Male,Electronic accessories,18.93,6,119.259,113.58,5.679,8.1
17/08/2021,Naypyitaw,Member,Female,Fashion accessories,82.63,10,867.615,826.3,41.315,7.9
17/08/2021,Yangon,Normal,Female,Sports and travel,93.14,2,195.594,186.28,9.314,4.1
17/08/2021,Naypyitaw,Normal,Male,Electronic accessories,71.89,8,603.876,575.12,28.756,5.5
17/08/2021,Naypyitaw,Member,Female,Fashion accessories,82.63,10,867.615,826.3,41.315,7.9
18/08/2021,Naypyitaw,Member,Male,Food and beverages,91.4,7,671.79,639.8,31.99,9.5
18/08/2021,Naypyitaw,Normal,Male,Health and beauty,17.41,5,91.4025,87.05,4.3525,4.9
18/08/2021,Naypyitaw,Normal,Female,Health and beauty,10.99,5,57.6975,54.95,2.7475,9.3
18/08/2021,Naypyitaw,Member,Male,Food and beverages,91.4,7,671.79,639.8,31.99,9.5
19/08/2021,Yangon,Member,Female,Food and beverages,44.59,5,234.0975,222.95,11.1475,8.5
19/08/2021,Naypyitaw,Member,Female,Fashion accessories,44.22,5,232.155,221.1,11.055,8.6
19/08/2021,Naypyitaw,Member,Male,Health and beauty,60.47,3,190.4805,181.41,9.0705,5.6
19/08/2021,Yangon,Member,Female,Food and beverages,44.59,5,234.0975,222.95,11.1475,8.5
20/08/2021,Mandalay,Member,Female,Fashion accessories,17.87,4,75.054,71.48,3.574,6.5
20/08/2021,Mandalay,Member,Female,Electronic accessories,13.22,5,69.405,66.1,3.305,4.3
20/08/2021,Yangon,Normal,Male,Sports and travel,58.91,7,432.9885,412.37,20.6185,9.7
20/08/2021,Mandalay,Member,Female,Fashion accessories,17.87,4,75.054,71.48,3.574,6.5
21/08/2021,Naypyitaw,Member,Male,Fashion accessories,15.43,1,16.2015,15.43,0.7715,6.1
21/08/2021,Yangon,Normal,Male,Fashion accessories,89.69,1,94.1745,89.69,4.4845,4.9
21/08/2021,Yangon,Normal,Male,Fashion accessories,46.41,1,48.7305,46.41,2.3205,4
21/08/2021,Naypyitaw,Member,Male,Fashion accessories,15.43,1,16.2015,15.43,0.7715,6.1
22/08/2021,Mandalay,Normal,Female,Home and lifestyle,16.16,2,33.936,32.32,1.616,6.5
22/08/2021,Yangon,Normal,Male,Food and beverages,24.94,9,235.683,224.46,11.223,5.6
22/08/2021,Naypyitaw,Member,Male,Health and beauty,68.55,4,287.91,274.2,13.71,9.2
22/08/2021,Mandalay,Normal,Female,Home and lifestyle,16.16,2,33.936,32.32,1.616,6.5
23/08/2021,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,722.232,687.84,34.392,8.2
23/08/2021,Yangon,Normal,Male,Health and beauty,59.77,2,125.517,119.54,5.977,5.8
23/08/2021,Mandalay,Normal,Female,Home and lifestyle,97.37,10,1022.385,973.7,48.685,4.9
23/08/2021,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,722.232,687.84,34.392,8.2
24/08/2021,Yangon,Member,Female,Home and lifestyle,44.34,2,93.114,88.68,4.434,5.8
24/08/2021,Naypyitaw,Member,Male,Fashion accessories,93.2,2,195.72,186.4,9.32,6
24/08/2021,Yangon,Member,Male,Electronic accessories,92.6,7,680.61,648.2,32.41,9.3
24/08/2021,Yangon,Member,Female,Home and lifestyle,44.34,2,93.114,88.68,4.434,5.8
25/08/2021,Yangon,Normal,Female,Health and beauty,89.6,8,752.64,716.8,35.84,6.6
25/08/2021,Yangon,Member,Male,Home and lifestyle,62.65,4,263.13,250.6,12.53,4.2
25/08/2021,Yangon,Normal,Female,Electronic accessories,46.61,2,97.881,93.22,4.661,6.6
25/08/2021,Yangon,Normal,Female,Health and beauty,89.6,8,752.64,716.8,35.84,6.6
26/08/2021,Yangon,Member,Female,Home and lifestyle,72.35,10,759.675,723.5,36.175,5.4
26/08/2021,Mandalay,Normal,Male,Home and lifestyle,93.87,8,788.508,750.96,37.548,8.3
26/08/2021,Mandalay,Normal,Male,Fashion accessories,27.18,2,57.078,54.36,2.718,4.3
26/08/2021,Yangon,Member,Female,Home and lifestyle,72.35,10,759.675,723.5,36.175,5.4
27/08/2021,Naypyitaw,Normal,Female,Electronic accessories,30.61,6,192.843,183.66,9.183,9.3
27/08/2021,Yangon,Member,Male,Home and lifestyle,47.59,8,399.756,380.72,19.036,5.7
27/08/2021,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,63.9135,60.87,3.0435,5.5
27/08/2021,Naypyitaw,Normal,Female,Electronic accessories,30.61,6,192.843,183.66,9.183,9.3
28/08/2021,Naypyitaw,Member,Female,Sports and travel,24.74,3,77.931,74.22,3.711,10
28/08/2021,Mandalay,Member,Female,Electronic accessories,81.4,3,256.41,244.2,12.21,4.8
28/08/2021,Yangon,Member,Female,Sports and travel,24.49,10,257.145,244.9,12.245,8.1
28/08/2021,Naypyitaw,Member,Female,Sports and travel,24.74,3,77.931,74.22,3.711,10
29/08/2021,Naypyitaw,Normal,Female,Home and lifestyle,55.73,6,351.099,334.38,16.719,7
29/08/2021,Yangon,Member,Male,Fashion accessories,17.94,5,94.185,89.7,4.485,6.8
29/08/2021,Mandalay,Normal,Male,Health and beauty,92.78,1,97.419,92.78,4.639,9.8
29/08/2021,Naypyitaw,Normal,Female,Home and lifestyle,55.73,6,351.099,334.38,16.719,7
30/08/2021,Mandalay,Member,Female,Sports and travel,55.07,9,520.4115,495.63,24.7815,10
30/08/2021,Yangon,Member,Male,Electronic accessories,77.72,4,326.424,310.88,15.544,8.8
30/08/2021,Naypyitaw,Member,Male,Home and lifestyle,86.69,5,455.1225,433.45,21.6725,9.4
30/08/2021,Mandalay,Member,Female,Sports and travel,55.07,9,520.4115,495.63,24.7815,10
31/08/2021,Yangon,Member,Female,Sports and travel,15.81,10,166.005,158.1,7.905,8.6
31/08/2021,Mandalay,Normal,Male,Food and beverages,73.06,7,536.991,511.42,25.571,4.2
31/08/2021,Mandalay,Normal,Male,Sports and travel,23.01,6,144.963,138.06,6.903,7.9
31/08/2021,Yangon,Member,Female,Sports and travel,15.81,10,166.005,158.1,7.905,8.6
01/09/2021,Mandalay,Member,Female,Health and beauty,75.74,4,318.108,302.96,15.148,7.6
01/09/2021,Mandalay,Member,Male,Food and beverages,46.55,9,439.8975,418.95,20.9475,6.4
01/09/2021,Naypyitaw,Member,Female,Electronic accessories,30.2,8,253.68,241.6,12.08,5.1
01/09/2021,Mandalay,Member,Female,Health and beauty,75.74,4,318.108,302.96,15.148,7.6
02/09/2021,Yangon,Member,Female,Health and beauty,15.87,10,166.635,158.7,7.935,5.8
02/09/2021,Naypyitaw,Member,Male,Fashion accessories,35.19,10,369.495,351.9,17.595,8.4
02/09/2021,Naypyitaw,Member,Male,Fashion accessories,67.39,7,495.3165,471.73,23.5865,6.9
02/09/2021,Yangon,Member,Female,Health and beauty,15.87,10,166.635,158.7,7.935,5.8
03/09/2021,Naypyitaw,Normal,Female,Health and beauty,33.47,2,70.287,66.94,3.347,6.7
03/09/2021,Naypyitaw,Normal,Female,Sports and travel,14.39,2,30.219,28.78,1.439,7.2
03/09/2021,Yangon,Member,Female,Fashion accessories,48.96,9,462.672,440.64,22.032,8
03/09/2021,Naypyitaw,Normal,Female,Health and beauty,33.47,2,70.287,66.94,3.347,6.7
04/09/2021,Mandalay,Member,Female,Fashion accessories,97.61,6,614.943,585.66,29.283,9.9
04/09/2021,Yangon,Normal,Male,Home and lifestyle,23.75,4,99.75,95,4.75,5.2
04/09/2021,Mandalay,Member,Female,Electronic accessories,75.59,9,714.3255,680.31,34.0155,8
04/09/2021,Mandalay,Member,Female,Fashion accessories,97.61,6,614.943,585.66,29.283,9.9
05/09/2021,Yangon,Normal,Female,Sports and travel,78.77,10,827.085,787.7,39.385,6.4
05/09/2021,Yangon,Member,Male,Home and lifestyle,58.9,8,494.76,471.2,23.56,8.9
05/09/2021,Yangon,Normal,Female,Home and lifestyle,77.47,4,325.374,309.88,15.494,4.2
05/09/2021,Yangon,Normal,Female,Sports and travel,78.77,10,827.085,787.7,39.385,6.4
06/09/2021,Yangon,Member,Female,Health and beauty,18.33,1,19.2465,18.33,0.9165,4.3
06/09/2021,Mandalay,Member,Male,Fashion accessories,32.62,4,137.004,130.48,6.524,9
06/09/2021,Yangon,Normal,Female,Sports and travel,93.18,2,195.678,186.36,9.318,8.5
06/09/2021,Yangon,Member,Female,Health and beauty,18.33,1,19.2465,18.33,0.9165,4.3
07/09/2021,Naypyitaw,Normal,Female,Food and beverages,89.48,10,939.54,894.8,44.74,9.6
07/09/2021,Yangon,Member,Male,Electronic accessories,66.35,1,69.6675,66.35,3.3175,9.7
07/09/2021,Yangon,Normal,Female,Electronic accessories,50.23,4,210.966,200.92,10.046,9
07/09/2021,Naypyitaw,Normal,Female,Food and beverages,89.48,10,939.54,894.8,44.74,9.6
08/09/2021,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,652.26,621.2,31.06,5.9
08/09/2021,Yangon,Member,Male,Home and lifestyle,25.91,6,163.233,155.46,7.773,8.7
08/09/2021,Mandalay,Normal,Female,Health and beauty,17.75,1,18.6375,17.75,0.8875,8.6
08/09/2021,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,652.26,621.2,31.06,5.9
09/09/2021,Mandalay,Member,Female,Food and beverages,48.52,3,152.838,145.56,7.278,4
09/09/2021,Yangon,Member,Male,Electronic accessories,32.25,4,135.45,129,6.45,6.5
09/09/2021,Naypyitaw,Normal,Female,Fashion accessories,62.18,10,652.89,621.8,31.09,6
09/09/2021,Mandalay,Member,Female,Food and beverages,48.52,3,152.838,145.56,7.278,4
10/09/2021,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,478.233,455.46,22.773,8.7
10/09/2021,Naypyitaw,Member,Male,Electronic accessories,65.94,4,276.948,263.76,13.188,6.9
10/09/2021,Mandalay,Normal,Male,Health and beauty,10.75,8,90.3,86,4.3,6.2
10/09/2021,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,478.233,455.46,22.773,8.7
11/09/2021,Yangon,Normal,Male,Home and lifestyle,74.67,9,705.6315,672.03,33.6015,9.4
11/09/2021,Yangon,Normal,Female,Electronic accessories,75.06,9,709.317,675.54,33.777,6.2
11/09/2021,Yangon,Normal,Female,Electronic accessories,40.26,10,422.73,402.6,20.13,5
11/09/2021,Yangon,Normal,Male,Home and lifestyle,74.67,9,705.6315,672.03,33.6015,9.4
12/09/2021,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,437.325,416.5,20.825,5.4
12/09/2021,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,69.09,65.8,3.29,5.6
12/09/2021,Naypyitaw,Member,Female,Sports and travel,64.97,5,341.0925,324.85,16.2425,6.5
12/09/2021,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,437.325,416.5,20.825,5.4
13/09/2021,Naypyitaw,Member,Male,Fashion accessories,49.04,9,463.428,441.36,22.068,8.6
13/09/2021,Mandalay,Member,Female,Fashion accessories,38.3,4,160.86,153.2,7.66,5.7
13/09/2021,Yangon,Normal,Male,Electronic accessories,95.15,1,99.9075,95.15,4.7575,6
13/09/2021,Naypyitaw,Member,Male,Fashion accessories,49.04,9,463.428,441.36,22.068,8.6
14/09/2021,Yangon,Member,Female,Fashion accessories,20.01,9,189.0945,180.09,9.0045,5.7
14/09/2021,Yangon,Member,Female,Sports and travel,22.24,10,233.52,222.4,11.12,4.2
14/09/2021,Yangon,Member,Female,Electronic accessories,48.62,8,408.408,388.96,19.448,5
14/09/2021,Yangon,Member,Female,Fashion accessories,20.01,9,189.0945,180.09,9.0045,5.7
15/09/2021,Naypyitaw,Member,Female,Food and beverages,78.31,10,822.255,783.1,39.155,6.6
15/09/2021,Mandalay,Normal,Male,Sports and travel,54.45,1,57.1725,54.45,2.7225,7.9
15/09/2021,Mandalay,Normal,Female,Food and beverages,53.21,8,446.964,425.68,21.284,5
15/09/2021,Naypyitaw,Member,Female,Food and beverages,78.31,10,822.255,783.1,39.155,6.6
16/09/2021,Naypyitaw,Normal,Female,Health and beauty,20.38,5,106.995,101.9,5.095,6
